Date and Time, Depth (Ft), Oxygen Conc. (mg/L)
2023-10-06T00:21:00-0700, -62 ft, 2.967
2023-10-06T00:21:00-0700, -3 ft, 3.6771
2023-10-06T00:21:00-0700, -66 ft, 2.8465
2023-10-06T00:21:00-0700, -7 ft, 3.8328
2023-10-06T00:21:00-0700, -10 ft, 3.9189
2023-10-06T00:21:00-0700, -13 ft, 3.931
2023-10-06T00:21:00-0700, -16 ft, 3.9229
2023-10-06T00:21:00-0700, -20 ft, 3.8929
2023-10-06T00:21:00-0700, -23 ft, 3.8433
2023-10-06T00:21:00-0700, -26 ft, 3.7756
2023-10-06T00:21:00-0700, -30 ft, 3.6891
2023-10-06T12:20:00-0700, -33 ft, 3.5819
2023-10-06T12:20:00-0700, -36 ft, 3.4696
2023-10-06T12:20:00-0700, -39 ft, 3.3647
2023-10-06T12:20:00-0700, -43 ft, 3.2744
2023-10-06T12:20:00-0700, -46 ft, 3.2011
2023-10-06T12:20:00-0700, -49 ft, 3.1411
2023-10-06T12:20:00-0700, -52 ft, 3.0904
2023-10-06T12:20:00-0700, -56 ft, 3.0468
2023-10-06T12:20:00-0700, -59 ft, 3.0065
2023-10-06T12:20:00-0700, -62 ft, 2.967
2023-10-06T12:20:00-0700, -3 ft, 3.6771
2023-10-06T12:20:00-0700, -66 ft, 2.8465
2023-10-06T12:20:00-0700, -7 ft, 3.8328
2023-10-06T12:20:00-0700, -10 ft, 3.9189
2023-10-06T12:20:00-0700, -13 ft, 3.931
2023-10-06T12:20:00-0700, -16 ft, 3.9229
2023-10-06T12:20:00-0700, -20 ft, 3.8929
2023-10-06T12:20:00-0700, -23 ft, 3.8433
2023-10-06T12:20:00-0700, -26 ft, 3.7756
2023-10-06T12:20:00-0700, -30 ft, 3.6891
2023-10-07T00:20:53-0700, -33 ft, 3.5819
2023-10-07T00:20:53-0700, -36 ft, 3.4696
2023-10-07T00:20:53-0700, -39 ft, 3.3647
2023-10-07T00:20:53-0700, -43 ft, 3.2744
2023-10-07T00:20:53-0700, -46 ft, 3.2011
2023-10-07T00:20:53-0700, -49 ft, 3.1411
2023-10-07T00:20:53-0700, -52 ft, 3.0904
2023-10-07T00:20:53-0700, -56 ft, 3.0468
2023-10-07T00:20:53-0700, -59 ft, 3.0065
2023-10-07T00:20:53-0700, -62 ft, 2.967
2023-10-07T00:20:53-0700, -3 ft, 3.6771
2023-10-07T00:20:53-0700, -66 ft, 2.8465
2023-10-07T00:20:53-0700, -7 ft, 3.8328
2023-10-07T00:20:53-0700, -10 ft, 3.9189
2023-10-07T00:20:53-0700, -13 ft, 3.931
2023-10-07T00:20:53-0700, -16 ft, 3.9229
2023-10-07T00:20:53-0700, -20 ft, 3.8929
2023-10-07T00:20:53-0700, -23 ft, 3.8433
2023-10-07T00:20:53-0700, -26 ft, 3.7756
2023-10-07T00:20:53-0700, -30 ft, 3.6891
2023-10-07T12:19:59-0700, -33 ft, 3.5819
2023-10-07T12:19:59-0700, -36 ft, 3.4696
2023-10-07T12:19:59-0700, -39 ft, 3.3647
2023-10-07T12:19:59-0700, -43 ft, 3.2744
2023-10-07T12:19:59-0700, -46 ft, 3.2011
2023-10-07T12:19:59-0700, -49 ft, 3.1411
2023-10-07T12:19:59-0700, -52 ft, 3.0904
2023-10-07T12:19:59-0700, -56 ft, 3.0468
2023-10-07T12:19:59-0700, -59 ft, 3.0065
2023-10-07T12:19:59-0700, -62 ft, 2.967
2023-10-07T12:19:59-0700, -3 ft, 3.6771
2023-10-07T12:19:59-0700, -66 ft, 2.8465
2023-10-07T12:19:59-0700, -7 ft, 3.8328
2023-10-07T12:19:59-0700, -10 ft, 3.9189
2023-10-07T12:19:59-0700, -13 ft, 3.931
2023-10-07T12:19:59-0700, -16 ft, 3.9229
2023-10-07T12:19:59-0700, -20 ft, 3.8929
2023-10-07T12:19:59-0700, -23 ft, 3.8433
2023-10-07T12:19:59-0700, -26 ft, 3.7756
2023-10-07T12:19:59-0700, -30 ft, 3.6891
2023-10-08T00:20:50-0700, -33 ft, 3.5819
2023-10-08T00:20:50-0700, -36 ft, 3.4696
2023-10-08T00:20:50-0700, -39 ft, 3.3647
2023-10-08T00:20:50-0700, -43 ft, 3.2744
2023-10-08T00:20:50-0700, -46 ft, 3.2011
2023-10-08T00:20:50-0700, -49 ft, 3.1411
2023-10-08T00:20:50-0700, -52 ft, 3.0904
2023-10-08T00:20:50-0700, -56 ft, 3.0468
2023-10-08T00:20:50-0700, -59 ft, 3.0065
2023-10-08T00:20:50-0700, -62 ft, 2.967
2023-10-08T00:20:50-0700, -3 ft, 3.6771
2023-10-08T00:20:50-0700, -66 ft, 2.8465
2023-10-08T00:20:50-0700, -7 ft, 3.8328
2023-10-08T00:20:50-0700, -10 ft, 3.9189
2023-10-08T00:20:50-0700, -13 ft, 3.931
2023-10-08T00:20:50-0700, -16 ft, 3.9229
2023-10-08T00:20:50-0700, -20 ft, 3.8929
2023-10-08T00:20:50-0700, -23 ft, 3.8433
2023-10-08T00:20:50-0700, -26 ft, 3.7756
2023-10-08T00:20:50-0700, -30 ft, 3.6891
2023-10-08T12:19:56-0700, -33 ft, 3.5819
2023-10-08T12:19:56-0700, -36 ft, 3.4696
2023-10-08T12:19:56-0700, -39 ft, 3.3647
2023-10-08T12:19:56-0700, -43 ft, 3.2744
2023-10-08T12:19:56-0700, -46 ft, 3.2011
2023-10-08T12:19:56-0700, -49 ft, 3.1411
2023-10-08T12:19:56-0700, -52 ft, 3.0904
2023-10-08T12:19:56-0700, -56 ft, 3.0468
2023-10-08T12:19:56-0700, -59 ft, 3.0065
2023-10-08T12:19:56-0700, -62 ft, 2.967
2023-10-08T12:19:56-0700, -3 ft, 3.6771
2023-10-08T12:19:56-0700, -66 ft, 2.8465
2023-10-08T12:19:56-0700, -7 ft, 3.8328
2023-10-08T12:19:56-0700, -10 ft, 3.9189
2023-10-08T12:19:56-0700, -13 ft, 3.931
2023-10-08T12:19:56-0700, -16 ft, 3.9229
2023-10-08T12:19:56-0700, -20 ft, 3.8929
2023-10-08T12:19:56-0700, -23 ft, 3.8433
2023-10-08T12:19:56-0700, -26 ft, 3.7756
2023-10-08T12:19:56-0700, -30 ft, 3.6891
2023-10-09T00:20:50-0700, -33 ft, 3.5819
2023-10-09T00:20:50-0700, -36 ft, 3.4696
2023-10-09T00:20:50-0700, -39 ft, 3.3647
2023-10-09T00:20:50-0700, -43 ft, 3.2744
2023-10-09T00:20:50-0700, -46 ft, 3.2011
2023-10-09T00:20:50-0700, -49 ft, 3.1411
2023-10-09T00:20:50-0700, -52 ft, 3.0904
2023-10-09T00:20:50-0700, -56 ft, 3.0468
2023-10-09T00:20:50-0700, -59 ft, 3.0065
2023-10-09T00:20:50-0700, -62 ft, 2.967
2023-10-09T00:20:50-0700, -3 ft, 3.6771
2023-10-09T00:20:50-0700, -66 ft, 2.8465
2023-10-09T00:20:50-0700, -7 ft, 3.8328
2023-10-09T00:20:50-0700, -10 ft, 3.9189
2023-10-09T00:20:50-0700, -13 ft, 3.931
2023-10-09T00:20:50-0700, -16 ft, 3.9229
2023-10-09T00:20:50-0700, -20 ft, 3.8929
2023-10-09T00:20:50-0700, -23 ft, 3.8433
2023-10-09T00:20:50-0700, -26 ft, 3.7756
2023-10-09T00:20:50-0700, -30 ft, 3.6891
2023-10-09T12:20:43-0700, -33 ft, 3.5819
2023-10-09T12:20:43-0700, -36 ft, 3.4696
2023-10-09T12:20:43-0700, -39 ft, 3.3647
2023-10-09T12:20:43-0700, -43 ft, 3.2744
2023-10-09T12:20:43-0700, -46 ft, 3.2011
2023-10-09T12:20:43-0700, -49 ft, 3.1411
2023-10-09T12:20:43-0700, -52 ft, 3.0904
2023-10-09T12:20:43-0700, -56 ft, 3.0468
2023-10-09T12:20:43-0700, -59 ft, 3.0065
2023-10-09T12:20:43-0700, -62 ft, 2.967
2023-10-09T12:20:43-0700, -3 ft, 3.6771
2023-10-09T12:20:43-0700, -66 ft, 2.8465
2023-10-09T12:20:43-0700, -7 ft, 3.8328
2023-10-09T12:20:43-0700, -10 ft, 3.9189
2023-10-09T12:20:43-0700, -13 ft, 3.931
2023-10-09T12:20:43-0700, -16 ft, 3.9229
2023-10-09T12:20:43-0700, -20 ft, 3.8929
2023-10-09T12:20:43-0700, -23 ft, 3.8433
2023-10-09T12:20:43-0700, -26 ft, 3.7756
2023-10-09T12:20:43-0700, -30 ft, 3.6891
2023-10-10T00:20:59-0700, -33 ft, 3.5819
2023-10-10T00:20:59-0700, -36 ft, 3.4696
2023-10-10T00:20:59-0700, -39 ft, 3.3647
2023-10-10T00:20:59-0700, -43 ft, 3.2744
2023-10-10T00:20:59-0700, -46 ft, 3.2011
2023-10-10T00:20:59-0700, -49 ft, 3.1411
2023-10-10T00:20:59-0700, -52 ft, 3.0904
2023-10-10T00:20:59-0700, -56 ft, 3.0468
2023-10-10T00:20:59-0700, -59 ft, 3.0065
2023-10-10T00:20:59-0700, -62 ft, 2.967
2023-10-10T00:20:59-0700, -3 ft, 3.6771
2023-10-10T00:20:59-0700, -66 ft, 2.8465
2023-10-10T00:20:59-0700, -7 ft, 3.8328
2023-10-10T00:20:59-0700, -10 ft, 3.9189
2023-10-10T00:20:59-0700, -13 ft, 3.931
2023-10-10T00:20:59-0700, -16 ft, 3.9229
2023-10-10T00:20:59-0700, -20 ft, 3.8929
2023-10-10T00:20:59-0700, -23 ft, 3.8433
2023-10-10T00:20:59-0700, -26 ft, 3.7756
2023-10-10T00:20:59-0700, -30 ft, 3.6891
2023-10-10T12:20:57-0700, -33 ft, 3.5819
2023-10-10T12:20:57-0700, -36 ft, 3.4696
2023-10-10T12:20:57-0700, -39 ft, 3.3647
2023-10-10T12:20:57-0700, -43 ft, 3.2744
2023-10-10T12:20:57-0700, -46 ft, 3.2011
2023-10-10T12:20:57-0700, -49 ft, 3.1411
2023-10-10T12:20:57-0700, -52 ft, 3.0904
2023-10-10T12:20:57-0700, -56 ft, 3.0468
2023-10-10T12:20:57-0700, -59 ft, 3.0065
2023-10-10T12:20:57-0700, -62 ft, 2.967
2023-10-10T12:20:57-0700, -3 ft, 3.6771
2023-10-10T12:20:57-0700, -66 ft, 2.8465
2023-10-10T12:20:57-0700, -7 ft, 3.8328
2023-10-10T12:20:57-0700, -10 ft, 3.9189
2023-10-10T12:20:57-0700, -13 ft, 3.931
2023-10-10T12:20:57-0700, -16 ft, 3.9229
2023-10-10T12:20:57-0700, -20 ft, 3.8929
2023-10-10T12:20:57-0700, -23 ft, 3.8433
2023-10-10T12:20:57-0700, -26 ft, 3.7756
2023-10-10T12:20:57-0700, -30 ft, 3.6891
2023-10-11T00:20:59-0700, -33 ft, 3.5819
2023-10-11T00:20:59-0700, -36 ft, 3.4696
2023-10-11T00:20:59-0700, -39 ft, 3.3647
2023-10-11T00:20:59-0700, -43 ft, 3.2744
2023-10-11T00:20:59-0700, -46 ft, 3.2011
2023-10-11T00:20:59-0700, -49 ft, 3.1411
2023-10-11T00:20:59-0700, -52 ft, 3.0904
2023-10-11T00:20:59-0700, -56 ft, 3.0468
2023-10-11T00:20:59-0700, -59 ft, 3.0065
2023-10-11T00:20:59-0700, -62 ft, 2.967
2023-10-11T00:20:59-0700, -3 ft, 3.6771
2023-10-11T00:20:59-0700, -66 ft, 2.8465
2023-10-11T00:20:59-0700, -7 ft, 3.8328
2023-10-11T00:20:59-0700, -10 ft, 3.9189
2023-10-11T00:20:59-0700, -13 ft, 3.931
2023-10-11T00:20:59-0700, -16 ft, 3.9229
2023-10-11T00:20:59-0700, -20 ft, 3.8929
2023-10-11T00:20:59-0700, -23 ft, 3.8433
2023-10-11T00:20:59-0700, -26 ft, 3.7756
2023-10-11T00:20:59-0700, -30 ft, 3.6891
2023-10-11T12:20:23-0700, -33 ft, 3.5819
2023-10-11T12:20:23-0700, -36 ft, 3.4696
2023-10-11T12:20:23-0700, -39 ft, 3.3647
2023-10-11T12:20:23-0700, -43 ft, 3.2744
2023-10-11T12:20:23-0700, -46 ft, 3.2011
2023-10-11T12:20:23-0700, -49 ft, 3.1411
2023-10-11T12:20:23-0700, -52 ft, 3.0904
2023-10-11T12:20:23-0700, -56 ft, 3.0468
2023-10-11T12:20:23-0700, -59 ft, 3.0065
2023-10-11T12:20:23-0700, -62 ft, 2.967
2023-10-11T12:20:23-0700, -3 ft, 3.6771
2023-10-11T12:20:23-0700, -66 ft, 2.8465
2023-10-11T12:20:23-0700, -7 ft, 3.8328
2023-10-11T12:20:23-0700, -10 ft, 3.9189
2023-10-11T12:20:23-0700, -13 ft, 3.931
2023-10-11T12:20:23-0700, -16 ft, 3.9229
2023-10-11T12:20:23-0700, -20 ft, 3.8929
2023-10-11T12:20:23-0700, -23 ft, 3.8433
2023-10-11T12:20:23-0700, -26 ft, 3.7756
2023-10-11T12:20:23-0700, -30 ft, 3.6891
2023-10-12T12:19:58-0700, -33 ft, 3.5819
2023-10-12T12:19:58-0700, -36 ft, 3.4696
2023-10-12T12:19:58-0700, -39 ft, 3.3647
2023-10-12T12:19:58-0700, -43 ft, 3.2744
2023-10-12T12:19:58-0700, -46 ft, 3.2011
2023-10-12T12:19:58-0700, -49 ft, 3.1411
2023-10-12T12:19:58-0700, -52 ft, 3.0904
2023-10-12T12:19:58-0700, -56 ft, 3.0468
2023-10-12T12:19:58-0700, -59 ft, 3.0065
2023-10-12T12:19:58-0700, -62 ft, 2.967
2023-10-12T12:19:58-0700, -3 ft, 3.6771
2023-10-12T12:19:58-0700, -66 ft, 2.8465
2023-10-12T12:19:58-0700, -7 ft, 3.8328
2023-10-12T12:19:58-0700, -10 ft, 3.9189
2023-10-12T12:19:58-0700, -13 ft, 3.931
2023-10-12T12:19:58-0700, -16 ft, 3.9229
2023-10-12T12:19:58-0700, -20 ft, 3.8929
2023-10-12T12:19:58-0700, -23 ft, 3.8433
2023-10-12T12:19:58-0700, -26 ft, 3.7756
2023-10-12T12:19:58-0700, -30 ft, 3.6891
2023-10-13T12:19:59-0700, -33 ft, 3.5819
2023-10-13T12:19:59-0700, -36 ft, 3.4696
2023-10-13T12:19:59-0700, -39 ft, 3.3647
2023-10-13T12:19:59-0700, -43 ft, 3.2744
2023-10-13T12:19:59-0700, -46 ft, 3.2011
2023-10-13T12:19:59-0700, -49 ft, 3.1411
2023-10-13T12:19:59-0700, -52 ft, 3.0904
2023-10-13T12:19:59-0700, -56 ft, 3.0468
2023-10-13T12:19:59-0700, -59 ft, 3.0065
2023-10-13T12:19:59-0700, -62 ft, 2.967
2023-10-13T12:19:59-0700, -3 ft, 3.6771
2023-10-13T12:19:59-0700, -66 ft, 2.8465
2023-10-13T12:19:59-0700, -7 ft, 3.8328
2023-10-13T12:19:59-0700, -10 ft, 3.9189
2023-10-13T12:19:59-0700, -13 ft, 3.931
2023-10-13T12:19:59-0700, -16 ft, 3.9229
2023-10-13T12:19:59-0700, -20 ft, 3.8929
2023-10-13T12:19:59-0700, -23 ft, 3.8433
2023-10-13T12:19:59-0700, -26 ft, 3.7756
2023-10-13T12:19:59-0700, -30 ft, 3.6891
2023-10-14T12:20:51-0700, -33 ft, 3.5819
2023-10-14T12:20:51-0700, -36 ft, 3.4696
2023-10-14T12:20:51-0700, -39 ft, 3.3647
2023-10-14T12:20:51-0700, -43 ft, 3.2744
2023-10-14T12:20:51-0700, -46 ft, 3.2011
2023-10-14T12:20:51-0700, -49 ft, 3.1411
2023-10-14T12:20:51-0700, -52 ft, 3.0904
2023-10-14T12:20:51-0700, -56 ft, 3.0468
2023-10-14T12:20:51-0700, -59 ft, 3.0065
2023-10-14T12:20:51-0700, -62 ft, 2.967
2023-10-14T12:20:51-0700, -3 ft, 3.6771
2023-10-14T12:20:51-0700, -66 ft, 2.8465
2023-10-14T12:20:51-0700, -7 ft, 3.8328
2023-10-14T12:20:51-0700, -10 ft, 3.9189
2023-10-14T12:20:51-0700, -13 ft, 3.931
2023-10-14T12:20:51-0700, -16 ft, 3.9229
2023-10-14T12:20:51-0700, -20 ft, 3.8929
2023-10-14T12:20:51-0700, -23 ft, 3.8433
2023-10-14T12:20:51-0700, -26 ft, 3.7756
2023-10-14T12:20:51-0700, -30 ft, 3.6891
2023-10-15T12:20:57-0700, -33 ft, 3.5819
2023-10-15T12:20:57-0700, -36 ft, 3.4696
2023-10-15T12:20:57-0700, -39 ft, 3.3647
2023-10-15T12:20:57-0700, -43 ft, 3.2744
2023-10-15T12:20:57-0700, -46 ft, 3.2011
2023-10-15T12:20:57-0700, -49 ft, 3.1411
2023-10-15T12:20:57-0700, -52 ft, 3.0904
2023-10-15T12:20:57-0700, -56 ft, 3.0468
2023-10-15T12:20:57-0700, -59 ft, 3.0065
2023-10-15T12:20:57-0700, -62 ft, 2.967
2023-10-15T12:20:57-0700, -3 ft, 3.6771
2023-10-15T12:20:57-0700, -66 ft, 2.8465
2023-10-15T12:20:57-0700, -7 ft, 3.8328
2023-10-15T12:20:57-0700, -10 ft, 3.9189
2023-10-15T12:20:57-0700, -13 ft, 3.931
2023-10-15T12:20:57-0700, -16 ft, 3.9229
2023-10-15T12:20:57-0700, -20 ft, 3.8929
2023-10-15T12:20:57-0700, -23 ft, 3.8433
2023-10-15T12:20:57-0700, -26 ft, 3.7756
2023-10-15T12:20:57-0700, -30 ft, 3.6891
2023-10-16T12:20:52-0700, -33 ft, 3.5819
2023-10-16T12:20:52-0700, -36 ft, 3.4696
2023-10-16T12:20:52-0700, -39 ft, 3.3647
2023-10-16T12:20:52-0700, -43 ft, 3.2744
2023-10-16T12:20:52-0700, -46 ft, 3.2011
2023-10-16T12:20:52-0700, -49 ft, 3.1411
2023-10-16T12:20:52-0700, -52 ft, 3.0904
2023-10-16T12:20:52-0700, -56 ft, 3.0468
2023-10-16T12:20:52-0700, -59 ft, 3.0065
2023-10-16T12:20:52-0700, -62 ft, 2.967
2023-10-16T12:20:52-0700, -3 ft, 3.6771
2023-10-16T12:20:52-0700, -66 ft, 2.8465
2023-10-16T12:20:52-0700, -7 ft, 3.8328
2023-10-16T12:20:52-0700, -10 ft, 3.9189
2023-10-16T12:20:52-0700, -13 ft, 3.931
2023-10-16T12:20:52-0700, -16 ft, 3.9229
2023-10-16T12:20:52-0700, -20 ft, 3.8929
2023-10-16T12:20:52-0700, -23 ft, 3.8433
2023-10-16T12:20:52-0700, -26 ft, 3.7756
2023-10-16T12:20:52-0700, -30 ft, 3.6891
2023-10-17T12:20:55-0700, -33 ft, 3.5819
2023-10-17T12:20:55-0700, -36 ft, 3.4696
2023-10-17T12:20:55-0700, -39 ft, 3.3647
2023-10-17T12:20:55-0700, -43 ft, 3.2744
2023-10-17T12:20:55-0700, -46 ft, 3.2011
2023-10-17T12:20:55-0700, -49 ft, 3.1411
2023-10-17T12:20:55-0700, -52 ft, 3.0904
2023-10-17T12:20:55-0700, -56 ft, 3.0468
2023-10-17T12:20:55-0700, -59 ft, 3.0065
2023-10-17T12:20:55-0700, -62 ft, 2.967
2023-10-17T12:20:55-0700, -3 ft, 3.6771
2023-10-17T12:20:55-0700, -66 ft, 2.8465
2023-10-17T12:20:55-0700, -7 ft, 3.8328
2023-10-17T12:20:55-0700, -10 ft, 3.9189
2023-10-17T12:20:55-0700, -13 ft, 3.931
2023-10-17T12:20:55-0700, -16 ft, 3.9229
2023-10-17T12:20:55-0700, -20 ft, 3.8929
2023-10-17T12:20:55-0700, -23 ft, 3.8433
2023-10-17T12:20:55-0700, -26 ft, 3.7756
2023-10-17T12:20:55-0700, -30 ft, 3.6891
2023-10-18T12:20:22-0700, -33 ft, 3.5819
2023-10-18T12:20:22-0700, -36 ft, 3.4696
2023-10-18T12:20:22-0700, -39 ft, 3.3647
2023-10-18T12:20:22-0700, -43 ft, 3.2744
2023-10-18T12:20:22-0700, -46 ft, 3.2011
2023-10-18T12:20:22-0700, -49 ft, 3.1411
2023-10-18T12:20:22-0700, -52 ft, 3.0904
2023-10-18T12:20:22-0700, -56 ft, 3.0468
2023-10-18T12:20:22-0700, -59 ft, 3.0065
2023-10-18T12:20:22-0700, -62 ft, 2.967
2023-10-18T12:20:22-0700, -3 ft, 3.6771
2023-10-18T12:20:22-0700, -66 ft, 2.8465
2023-10-18T12:20:22-0700, -7 ft, 3.8328
2023-10-18T12:20:22-0700, -10 ft, 3.9189
2023-10-18T12:20:22-0700, -13 ft, 3.931
2023-10-18T12:20:22-0700, -16 ft, 3.9229
2023-10-18T12:20:22-0700, -20 ft, 3.8929
2023-10-18T12:20:22-0700, -23 ft, 3.8433
2023-10-18T12:20:22-0700, -26 ft, 3.7756
2023-10-18T12:20:22-0700, -30 ft, 3.6891
2023-10-19T12:20:14-0700, -33 ft, 3.5819
2023-10-19T12:20:14-0700, -36 ft, 3.4696
2023-10-19T12:20:14-0700, -39 ft, 3.3647
2023-10-19T12:20:14-0700, -43 ft, 3.2744
2023-10-19T12:20:14-0700, -46 ft, 3.2011
2023-10-19T12:20:14-0700, -49 ft, 3.1411
2023-10-19T12:20:14-0700, -52 ft, 3.0904
2023-10-19T12:20:14-0700, -56 ft, 3.0468
2023-10-19T12:20:14-0700, -59 ft, 3.0065
2023-10-19T12:20:14-0700, -62 ft, 2.967
2023-10-19T12:20:14-0700, -3 ft, 3.6771
2023-10-19T12:20:14-0700, -66 ft, 2.8465
2023-10-19T12:20:14-0700, -7 ft, 3.8328
2023-10-19T12:20:14-0700, -10 ft, 3.9189
2023-10-19T12:20:14-0700, -13 ft, 3.931
2023-10-19T12:20:14-0700, -16 ft, 3.9229
2023-10-19T12:20:14-0700, -20 ft, 3.8929
2023-10-19T12:20:14-0700, -23 ft, 3.8433
2023-10-19T12:20:14-0700, -26 ft, 3.7756
2023-10-19T12:20:14-0700, -30 ft, 3.6891
2023-10-20T12:20:47-0700, -33 ft, 3.5819
2023-10-20T12:20:47-0700, -36 ft, 3.4696
2023-10-20T12:20:47-0700, -39 ft, 3.3647
2023-10-20T12:20:47-0700, -43 ft, 3.2744
2023-10-20T12:20:47-0700, -46 ft, 3.2011
2023-10-20T12:20:47-0700, -49 ft, 3.1411
2023-10-20T12:20:47-0700, -52 ft, 3.0904
2023-10-20T12:20:47-0700, -56 ft, 3.0468
2023-10-20T12:20:47-0700, -59 ft, 3.0065
2023-10-20T12:20:47-0700, -62 ft, 2.967
2023-10-20T12:20:47-0700, -3 ft, 3.6771
2023-10-20T12:20:47-0700, -66 ft, 2.8465
2023-10-20T12:20:47-0700, -7 ft, 3.8328
2023-10-20T12:20:47-0700, -10 ft, 3.9189
2023-10-20T12:20:47-0700, -13 ft, 3.931
2023-10-20T12:20:47-0700, -16 ft, 3.9229
2023-10-20T12:20:47-0700, -20 ft, 3.8929
2023-10-20T12:20:47-0700, -23 ft, 3.8433
2023-10-20T12:20:47-0700, -26 ft, 3.7756
2023-10-20T12:20:47-0700, -30 ft, 3.6891
2023-10-21T12:20:10-0700, -33 ft, 3.5819
2023-10-21T12:20:10-0700, -36 ft, 3.4696
2023-10-21T12:20:10-0700, -39 ft, 3.3647
2023-10-21T12:20:10-0700, -43 ft, 3.2744
2023-10-21T12:20:10-0700, -46 ft, 3.2011
2023-10-21T12:20:10-0700, -49 ft, 3.1411
2023-10-21T12:20:10-0700, -52 ft, 3.0904
2023-10-21T12:20:10-0700, -56 ft, 3.0468
2023-10-21T12:20:10-0700, -59 ft, 3.0065
2023-10-21T12:20:10-0700, -62 ft, 2.967
2023-10-21T12:20:10-0700, -3 ft, 3.6771
2023-10-21T12:20:10-0700, -66 ft, 2.8465
2023-10-21T12:20:10-0700, -7 ft, 3.8328
2023-10-21T12:20:10-0700, -10 ft, 3.9189
2023-10-21T12:20:10-0700, -13 ft, 3.931
2023-10-21T12:20:10-0700, -16 ft, 3.9229
2023-10-21T12:20:10-0700, -20 ft, 3.8929
2023-10-21T12:20:10-0700, -23 ft, 3.8433
2023-10-21T12:20:10-0700, -26 ft, 3.7756
2023-10-21T12:20:10-0700, -30 ft, 3.6891
2023-10-23T12:30:47-0700, -33 ft, 3.5819
2023-10-23T12:30:47-0700, -36 ft, 3.4696
2023-10-23T12:30:47-0700, -39 ft, 3.3647
2023-10-23T12:30:47-0700, -43 ft, 3.2744
2023-10-23T12:30:47-0700, -46 ft, 3.2011
2023-10-23T12:30:47-0700, -49 ft, 3.1411
2023-10-23T12:30:47-0700, -52 ft, 3.0904
2023-10-23T12:30:47-0700, -56 ft, 3.0468
2023-10-23T12:30:47-0700, -59 ft, 3.0065
2023-10-23T12:30:47-0700, -62 ft, 2.967
2023-10-23T12:30:47-0700, -3 ft, 3.6771
2023-10-23T12:30:47-0700, -66 ft, 2.8465
2023-10-23T12:30:47-0700, -7 ft, 3.8328
2023-10-23T12:30:47-0700, -10 ft, 3.9189
2023-10-23T12:30:47-0700, -13 ft, 3.931
2023-10-23T12:30:47-0700, -16 ft, 3.9229
2023-10-23T12:30:47-0700, -20 ft, 3.8929
2023-10-23T12:30:47-0700, -23 ft, 3.8433
2023-10-23T12:30:47-0700, -26 ft, 3.7756
2023-10-23T12:30:47-0700, -30 ft, 3.6891
2023-10-24T12:21:05-0700, -33 ft, 3.5819
2023-10-24T12:21:05-0700, -36 ft, 3.4696
2023-10-24T12:21:05-0700, -39 ft, 3.3647
2023-10-24T12:21:05-0700, -43 ft, 3.2744
2023-10-24T12:21:05-0700, -46 ft, 3.2011
2023-10-24T12:21:05-0700, -49 ft, 3.1411
2023-10-24T12:21:05-0700, -52 ft, 3.0904
2023-10-24T12:21:05-0700, -56 ft, 3.0468
2023-10-24T12:21:05-0700, -59 ft, 3.0065
2023-10-24T12:21:05-0700, -62 ft, 2.967
2023-10-24T12:21:05-0700, -3 ft, 3.6771
2023-10-24T12:21:05-0700, -66 ft, 2.8465
2023-10-24T12:21:05-0700, -7 ft, 3.8328
2023-10-24T12:21:05-0700, -10 ft, 3.9189
2023-10-24T12:21:05-0700, -13 ft, 3.931
2023-10-24T12:21:05-0700, -16 ft, 3.9229
2023-10-24T12:21:05-0700, -20 ft, 3.8929
2023-10-24T12:21:05-0700, -23 ft, 3.8433
2023-10-24T12:21:05-0700, -26 ft, 3.7756
2023-10-24T12:21:05-0700, -30 ft, 3.6891
2023-10-25T12:21:02-0700, -33 ft, 3.5819
2023-10-25T12:21:02-0700, -36 ft, 3.4696
2023-10-25T12:21:02-0700, -39 ft, 3.3647
2023-10-25T12:21:02-0700, -43 ft, 3.2744
2023-10-25T12:21:02-0700, -46 ft, 3.2011
2023-10-25T12:21:02-0700, -49 ft, 3.1411
2023-10-25T12:21:02-0700, -52 ft, 3.0904
2023-10-25T12:21:02-0700, -56 ft, 3.0468
2023-10-25T12:21:02-0700, -59 ft, 3.0065
2023-10-25T12:21:02-0700, -62 ft, 2.967
2023-10-25T12:21:02-0700, -3 ft, 3.6771
2023-10-25T12:21:02-0700, -66 ft, 2.8465
2023-10-25T12:21:02-0700, -7 ft, 3.8328
2023-10-25T12:21:02-0700, -10 ft, 3.9189
2023-10-25T12:21:02-0700, -13 ft, 3.931
2023-10-25T12:21:02-0700, -16 ft, 3.9229
2023-10-25T12:21:02-0700, -20 ft, 3.8929
2023-10-25T12:21:02-0700, -23 ft, 3.8433
2023-10-25T12:21:02-0700, -26 ft, 3.7756
2023-10-25T12:21:02-0700, -30 ft, 3.6891
2023-10-26T12:20:30-0700, -33 ft, 3.5819
2023-10-26T12:20:30-0700, -36 ft, 3.4696
2023-10-26T12:20:30-0700, -39 ft, 3.3647
2023-10-26T12:20:30-0700, -43 ft, 3.2744
2023-10-26T12:20:30-0700, -46 ft, 3.2011
2023-10-26T12:20:30-0700, -49 ft, 3.1411
2023-10-26T12:20:30-0700, -52 ft, 3.0904
2023-10-26T12:20:30-0700, -56 ft, 3.0468
2023-10-26T12:20:30-0700, -59 ft, 3.0065
